62,"417234630","Harold","Reeves","4045 Allison Av","Alexandria","LA","71301","318-757-6986","318-236-0450",1/2/1938 0:00:00
63,"417234631","Ben","Halpern","4046 Allison Av","Lake Charles","LA","70616","337-527-4100","337-602-5036",10/24/1983 0:00:00
64,"417234632","George","Hodges","4047 Allison Av","Shreveport","LA","71105","318-781-7281","318-427-2841",5/12/1958 0:00:00
65,"417234633","James","Reeves","4051 Allison Av","Baton Rouge","LA","70803","225-358-1972","225-595-4949",5/12/1958 0:00:00
66,"417234634","Guy","Mandolini","4052 Allison Av","New Orleans","LA","70116","504-390-2373","504-536-4206",10/23/1981 0:00:00
67,"417234635","C","White Jr","4053 Allison Av","Lafayette","LA","70508","337-441-3013","337-277-0964",1/2/1938 0:00:00
68,"417234636","Gena","Mandino","4054 Allison Av","Monroe","LA","71207","318-348-1855","318-567-4592",1/1/1935 0:00:00
69,"417234637","Dorothy","Barnes","4055 Allison Av","Alexandria","LA","71301","318-570-4633","318-485-3573",2/5/1943 0:00:00
70,"417234638","James","Lamon","4057 Allison Av","Lake Charles","LA","70616","337-720-6515","337-683-6059",5/11/1956 0:00:00
71,"417234639","R","Ellis","4455 Angel Av","Shreveport","LA","71105","318-760-7016","318-384-2302",3/6/1945 0:00:00
72,"417234640","Tony","Barba","4471 Angel Av","Baton Rouge","LA","70803","225-315-1440","225-537-4226",2/5/1944 0:00:00
73,"417234641","Lillian","Shanks","4477 Angel Av","New Orleans","LA","70116","504-693-6181","504-349-1864",7/15/1965 0:00:00
74,"417234642","M","Mawyer","4478 Angel Av","Lafayette","LA","70508","337-896-8728","337-208-0089",2/3/1940 0:00:00
75,"417234643","Kim","Moss","4483 Angel Av","Monroe","LA","71207","318-795-7454","318-326-1578",7/18/1969 0:00:00
76,"417234644","Edward","Kunicki","4484 Angel Av","Alexandria","LA","71301","318-966-9598","318-814-7702",8/18/1971 0:00:00
77,"417234645","Anthony","Atwood","4485 Angel Av","Lake Charles","LA","70616","337-234-0425","337-905-8833",11/26/1985 0:00:00
78,"417234646","P","Henley","4488 Angel Av","Shreveport","LA","71105","318-809-7632","318-365-2070",9/22/1978 0:00:00
79,"417234647","Angela","Angelici","4489 Angel Av","Baton Rouge","LA","70803","225-924-9076","225-478-3476",1/1/1937 0:00:00
80,"417234648","James","Walker Sr","4493 Angel Av","New Orleans","LA","70116","504-480-3506","504-453-3174",10/25/1984 0:00:00
81,"417234649","Mitch","Zweig","4500 Angel Av","Lafayette","LA","70508","337-866-8354","337-377-2217",5/11/1956 0:00:00
82,"417234650","Leon","Moss","4505 Angel Av","Monroe","LA","71207","318-313-1415","318-433-2915",9/21/1975 0:00:00
83,"417234651","Michael","Speck","4506 Angel Av","Alexandria","LA","71301","318-216-0199","318-672-5917",4/9/1951 0:00:00
84,"417234652","Randall","Crocker","4511 Angel Av","Lake Charles","LA","70616","337-545-4325","337-335-1683",2/4/1942 0:00:00
85,"417234653","James","Cates","4512 Angel Av","Shreveport","LA","71105","318-915-8965","318-518-3981",4/10/1953 0:00:00
86,"417234654","Charles","Connell","4517 Angel Av","Baton Rouge","LA","70803","225-486-3576","225-396-2452",9/21/1976 0:00:00
87,"417234655","Thomas","Woodard","4518 Angel Av","New Orleans","LA","70116","504-982-9802","504-923-9061",11/27/1988 0:00:00
88,"417234656","Gary","Mason","4524 Angel Av","Lafayette","LA","70508","337-650-5639","337-841-8029",5/11/1956 0:00:00
89,"417234657","John","Pilcher","4532 Angel Av","Monroe","LA","71207","318-452-3156","318-871-8406",3/8/1949 0:00:00
90,"417234658","Eric","Johnson","4546 Angel Av","Alexandria","LA","71301","318-982-9809","318-278-0971",6/13/1961 0:00:00
91,"417234659","Warren","Boswell","4547 Angel Av","Lake Charles","LA","70616","337-251-0631","337-945-9340",4/10/1954 0:00:00
92,"417234660","David","Dangelo","4554 Angel Av","Shreveport","LA","71105","318-598-4989","318-914-8948",4/9/1951 0:00:00
93,"417234661","R","Higgins","4557 Angel Av","Baton Rouge","LA","70803","225-657-5727","225-728-6622",1/1/1935 0:00:00
94,"417234662","Sherry","Shear","4562 Angel Av","New Orleans","LA","70116","504-585-4824","504-747-6851",10/23/1981 0:00:00
95,"417234663","Gordon","Hooten","4565 Angel Av","Lafayette","LA","70508","337-277-0954","337-340-1748",3/8/1949 0:00:00
96,"417234664","David","Morris","4568 Angel Av","Monroe","LA","71207","318-827-7859","318-882-8547",10/24/1983 0:00:00
97,"417234665","Craig","Evans","4575 Angel Av","Alexandria","LA","71301","318-393-2417","318-398-2479",1/3/1939 0:00:00
98,"417234666","Joey","Gibson","4578 Angel Av","Lake Charles","LA","70616","337-677-5974","337-850-8153",10/24/1983 0:00:00
99,"417234667","Brian","Swope","829 Angelina Pl","Shreveport","LA","71105","318-489-3621","318-919-9010",3/7/1948 0:00:00
100,"417234668","Mildred","Owen","830 Angelina Pl","Baton Rouge","LA","70803","225-718-6489","225-431-2894",1/2/1938 0:00:00
101,"417234669","Judy","Owen","834 Angelina Pl","New Orleans","LA","70116","504-451-3144","504-633-5420",5/11/1956 0:00:00
102,"417234670","Joe","Clark","837 Angelina Pl","Lafayette","LA","70508","337-269-0857","337-720-6519",5/12/1959 0:00:00
103,"417234671","Helen","Emanus","842 Angelina Pl","Monroe","LA","71207","318-304-1303","318-658-5741",4/9/1953 0:00:00
104,"417234672","Ethel","Sanders","847 Angelina Pl #11","Alexandria","LA","71301","318-369-2114","318-445-3069",2/4/1941 0:00:00
105,"417234673","Daniell","Rochelle","850 Angelina Pl","Lake Charles","LA","70616","337-641-5521","337-694-6191",6/15/1964 0:00:00
106,"417234674","Clay","Bounds","3449 Autumn Av #6","Shreveport","LA","71105","318-345-1812","318-931-9158",6/13/1961 0:00:00
107,"417234675","Edwin","Gabbert","3457 Autumn Av","Baton Rouge","LA","70803","225-835-7964","225-391-2396",11/27/1989 0:00:00
108,"417234676","Sandy","Pennington","3461 Autumn Av","New Orleans","LA","70116","504-712-6419","504-525-4073",4/10/1954 0:00:00
109,"417234677","Michell","Brown","3512 Autumn Av","Lafayette","LA","70508","337-869-8388","337-845-8085",7/16/1966 0:00:00
110,"417234678","Loretta","Brown","3514 Autumn Av","Monroe","LA","71207","318-386-2331","318-427-2842",5/13/1959 0:00:00
111,"417234679","Cynthia","Buchanan","3515 Autumn Av","Alexandria","LA","71301","318-261-0763","318-927-9115",11/25/1985 0:00:00
112,"417234680","Jim","Georgopoulos","3518 Autumn Av","Lake Charles","LA","70616","337-601-5025","337-941-9295",3/6/1946 0:00:00
113,"417234681","James","McCullough","3519 Autumn Av","Shreveport","LA","71105","318-397-2463","318-521-4014",1/1/1936 0:00:00
114,"417234682","S","McArthur","3520 Autumn Av","Baton Rouge","LA","70803","225-920-9024","225-250-0626",9/20/1975 0:00:00
115,"417234683","Louise","Boswell","3523 Autumn Av","New Orleans","LA","70116","504-986-9849","504-686-6087",11/27/1988 0:00:00
116,"417234684","Karen","Maclin","3524 Autumn Av","Lafayette","LA","70508","337-274-0926","337-337-1716",4/10/1953 0:00:00
117,"417234685","Lisa","Cudemus","3530 Autumn Av","Monroe","LA","71207","318-742-6788","318-562-4531",9/21/1976 0:00:00
118,"417234686","Thomas","Goode","3533 Autumn Av","Alexandria","LA","71301","318-980-9773","318-468-3353",9/21/1976 0:00:00
119,"417234687","Joe","Raines","3534 Autumn Av","Lake Charles","LA","70616","337-863-8314","337-907-8858",1/3/1939 0:00:00
120,"417234688","Thomas","Frazier Jr","3539 Autumn Av","Shreveport","LA","71105","318-870-8394","318-400-2497",8/19/1971 0:00:00
121,"417234689","Jimmy","Richmond","3543 Autumn Av","Baton Rouge","LA","70803","225-405-2568","225-610-5142",10/24/1983 0:00:00
122,"417234690","Sandra","Lorentino","3549 Autumn Av","New Orleans","LA","70116","504-788-7371","504-434-2933",8/19/1972 0:00:00
123,"417234691","B","Byerly","3550 Autumn Av","Lafayette","LA","70508","337-894-8696","337-693-6183",9/20/1975 0:00:00
124,"417234692","Beverly","Byerly","3552 Autumn Av","Monroe","LA","71207","318-585-4821","318-408-2603",8/19/1972 0:00:00
125,"417234693","Robbie","Ross","3553 Autumn Av","Alexandria","LA","71301","318-670-5884","318-736-6716",1/1/1936 0:00:00
126,"417234694","Vera","Gorham","3559 Autumn Av","Lake Charles","LA","70616","337-362-2028","337-468-3352",10/25/1984 0:00:00
127,"417234695","Duane","Newton","3564 Autumn Av","Shreveport","LA","71105","318-656-5710","318-807-7602",2/5/1944 0:00:00
128,"417234696","Laurie","Porter","3569 Autumn Av","Baton Rouge","LA","70803","225-309-1358","225-600-5011",8/20/1974 0:00:00
129,"417234697","Stanley","Shearer","3570 Autumn Av","New Orleans","LA","70116","504-820-7774","504-865-8339",10/23/1980 0:00:00
130,"417234698","Stephen","Shearer","3576 Autumn Av","Lafayette","LA","70508","337-965-9593","337-442-3028",9/21/1976 0:00:00
131,"417234699","Charles","Slover","3579 Autumn Av","Monroe","LA","71207","318-773-7181","318-617-5224",7/16/1967 0:00:00
132,"417234700","Andrew","Williams","3584 Autumn Av","Alexandria","LA","71301","318-555-4448","318-255-0681",1/2/1937 0:00:00
133,"417234701","Joseph","Johnson","3590 Autumn Av","Lake Charles","LA","70616","337-520-4012","337-444-3057",7/15/1965 0:00:00
134,"417234702","Curtis","Null","3628 Autumn Av","Shreveport","LA","71105","318-407-2587","318-247-0582",11/27/1988 0:00:00
135,"417234703","Lorri","Allen","3633 Autumn Av","Baton Rouge","LA","70803","225-229-0362","225-818-7751",6/15/1963 0:00:00
136,"417234704","Kenneth","Loftis","3639 Autumn Av","New Orleans","LA","70116","504-798-7498","504-655-5696",11/26/1987 0:00:00
137,"417234705","Cleland","Glaser","3645 Autumn Av","Lafayette","LA","70508","337-209-0113","337-772-7172",5/12/1957 0:00:00
138,"417234706","C","Fee","3646 Autumn Av","Monroe","LA","71207","318-845-8082","318-428-2848",3/5/1945 0:00:00
139,"417234707","Colleen","Thorpe","3652 Autumn Av","Alexandria","LA","71301","318-902-8801","318-638-5490",7/17/1967 0:00:00
140,"417234708","P","Hickox","3657 Autumn Av","Lake Charles","LA","70616","337-771-7153","337-585-4820",10/24/1982 0:00:00
141,"417234709","James","Turner","3658 Autumn Av","Shreveport","LA","71105","318-648-5609","318-205-0057",9/21/1977 0:00:00
142,"417234710","Robert","Higginbottom","3663 Autumn Av","Baton Rouge","LA","70803","225-470-3383","225-598-4989",7/17/1968 0:00:00
143,"417234711","Chris","Crone","3664 Autumn Av","New Orleans","LA","70116","504-778-7248","504-993-9941",9/23/1979 0:00:00
144,"417234712","Jerry","Pollard","3667 Autumn Av","Lafayette","LA","70508","337-266-0826","337-644-5565",10/23/1980 0:00:00
145,"417234713","Jim","Kerr","3676 Autumn Av","Monroe","LA","71207","318-922-9047","318-348-1853",7/16/1965 0:00:00
146,"417234714","C","Springer Sr","3681 Autumn Av","Alexandria","LA","71301","318-647-5604","318-204-0046",2/4/1942 0:00:00
147,"417234715","Carla","Orr","3682 Autumn Av","Lake Charles","LA","70616","337-402-2527","337-594-4934",4/8/1950 0:00:00
148,"417234716","Doris","Goudy","3688 Autumn Av","Shreveport","LA","71105","318-735-6701","318-678-5996",3/8/1949 0:00:00
149,"417234717","Scott","Walls","3694 Autumn Av","Baton Rouge","LA","70803","225-597-4972","225-261-0765",10/24/1983 0:00:00
150,"417234718","Bettye","Davis","3701 Autumn Av","New Orleans","LA","70116","504-203-0029","504-203-0033",11/26/1986 0:00:00
151,"417234719","Walter","Popaden Jr","3703 Autumn Av","Lafayette","LA","70508","337-286-1072","337-521-4017",2/4/1941 0:00:00
152,"417234720","Alec","Friedman","3706 Autumn Av","Monroe","LA","71207","318-411-2642","318-928-9123",4/9/1953 0:00:00
153,"417234721","Frances","Shaw","724 Avon Rd","Alexandria","LA","71301","318-811-7657","318-941-9292",9/22/1979 0:00:00
154,"417234722","Omer","Tucker","725 Avon Rd","Lake Charles","LA","70616","337-617-5224","337-720-6514",7/16/1966 0:00:00
155,"417234723","P","Chapman","741 Avon Rd","Shreveport","LA","71105","318-513-3921","318-818-7749",3/6/1945 0:00:00
156,"417234724","V","Kee","759 Avon Rd","Baton Rouge","LA","70803","225-661-5771","225-399-2487",8/19/1973 0:00:00
157,"417234725","Lurline","Patterson","769 Avon Rd","New Orleans","LA","70116","504-373-2158","504-227-0336",8/19/1973 0:00:00
158,"417234726","Ben","Stanford","777 Avon Rd","Lafayette","LA","70508","337-717-6480","337-451-3139",8/18/1970 0:00:00
159,"417234727","Harry","McLeod","780 Avon Rd","Monroe","LA","71207","318-697-6228","318-707-6351",1/3/1939 0:00:00
160,"417234728","B","Martin","785 Avon Rd","Alexandria","LA","71301","318-479-3494","318-427-2840",8/18/1970 0:00:00
161,"417234729","Edwin","Deas","795 Avon Rd","Lake Charles","LA","70616","337-687-6099","337-325-1556",4/8/1951 0:00:00
162,"417234730","S","Lynch","807 Avon Rd","Shreveport","LA","71105","318-727-6607","318-789-7383",4/8/1950 0:00:00
163,"417234731","Andrew","Nabors","819 Avon Rd","Baton Rouge","LA","70803","225-889-8643","225-657-5732",6/14/1963 0:00:00
164,"417234732","Sam","Barsanti","820 Avon Rd","New Orleans","LA","70116","504-901-8793","504-604-5058",9/22/1979 0:00:00
165,"417234733","Ruby","Reynolds","825 Avon Rd","Lafayette","LA","70508","337-611-5148","337-808-7616",10/24/1982 0:00:00
166,"417234734","Paul","Patey","830 Avon Rd","Monroe","LA","71207","318-704-6313","318-873-8434",10/24/1983 0:00:00
167,"417234735","Andrew","Massa","836 Avon Rd #609","Alexandria","LA","71301","318-281-1014","318-698-6239",8/18/1971 0:00:00
168,"417234736","Wayne","Gestring","849 Avon Rd","Lake Charles","LA","70616","337-988-9873","337-474-3433",1/2/1938 0:00:00
169,"417234737","Terri","Atkins","850 Avon Rd","Shreveport","LA","71105","318-891-8662","318-429-2872",3/6/1946 0:00:00
170,"417234738","James","Phillips","855 Avon Rd","Baton Rouge","LA","70803","225-388-2352","225-232-0391",1/1/1935 0:00:00
171,"417234739","James","Brown","880 Avon Rd","New Orleans","LA","70116","504-265-0814","504-563-4542",11/25/1985 0:00:00
172,"417234740","Ricky","Bonds","888 Avon Rd","Lafayette","LA","70508","337-894-8703","337-335-1683",7/16/1966 0:00:00
173,"417234741","Nancy","Samuels","889 Avon Rd","Monroe","LA","71207","318-278-0972","318-827-7861",2/5/1943 0:00:00
174,"417234742","Daniel","Goodspeed","894 Avon Rd","Alexandria","LA","71301","318-293-1162","318-522-4039",3/6/1946 0:00:00
175,"417234743","F","Miller","915 Avon Rd","Lake Charles","LA","70616","337-423-2785","337-395-2441",10/25/1984 0:00:00
176,"417234744","Emma","Walkowiak","916 Avon Rd","Shreveport","LA","71105","318-933-9183","318-213-0154",3/8/1949 0:00:00
177,"417234745","Chris","Foote","924 Avon Rd","Baton Rouge","LA","70803","225-210-0123","225-439-2989",10/24/1982 0:00:00
178,"417234746","Bethena","Benson","925 Avon Rd","New Orleans","LA","70116","504-828-7871","504-250-0619",11/25/1985 0:00:00
179,"417234747","Gary","McBride","945 Avon Rd","Lafayette","LA","70508","337-661-5772","337-260-0750",2/4/1942 0:00:00
180,"417234748","C","Nichols","965 Avon Rd","Monroe","LA","71207","318-223-0281","318-732-6670",10/25/1983 0:00:00
181,"417234749","Gary","Watson","975 Avon Rd","Alexandria","LA","71301","318-958-9499","318-871-8415",7/17/1969 0:00:00
182,"417234750","Albert","Dunning","980 Avon Rd","Lake Charles","LA","70616","337-919-9007","337-329-1607",11/25/1985 0:00:00
183,"417234751","David","Fulton","981 Avon Rd","Shreveport","LA","71105","318-709-6383","318-539-4247",10/23/1980 0:00:00
184,"417234752","Sylvia","Gray","986 Avon Rd","Baton Rouge","LA","70803","225-818-7745","225-863-8307",10/25/1984 0:00:00
185,"417234753","Robert","Paeschke","991 Avon Rd","New Orleans","LA","70116","504-880-8522","504-919-9008",7/18/1969 0:00:00
186,"417234754","David","Schultz","1018 Avon Rd","Lafayette","LA","70508","337-562-4539","337-687-6098",3/7/1948 0:00:00
187,"417234755","Walter","Smith Jr","1019 Avon Rd","Monroe","LA","71207","318-742-6788","318-311-1387",3/7/1948 0:00:00
188,"417234756","Richard","Honeycutt","1027 Avon Rd","Alexandria","LA","71301","318-901-8785","318-722-6541",11/27/1988 0:00:00
189,"417234757","Jimmy","Jordan","1030 Avon Rd","Lake Charles","LA","70616","337-891-8663","337-426-2831",9/21/1977 0:00:00
190,"417234758","Susan","Moore","1036 Avon Rd","Shreveport","LA","71105","318-566-4589","318-620-5264",10/23/1980 0:00:00
191,"417234759","John","Countess","1042 Avon Rd","Baton Rouge","LA","70803","225-626-5340","225-628-5361",3/7/1949 0:00:00
192,"417234760","Arbie","Roberts","1043 Avon Rd","New Orleans","LA","70116","504-490-3630","504-522-4034",9/21/1977 0:00:00
193,"417234761","L","Henson","1047 Avon Rd","Lafayette","LA","70508","337-348-1855","337-718-6495",2/3/1940 0:00:00
194,"417234762","Guy","Williams","1053 Avon Rd","Monroe","LA","71207","318-624-5307","318-412-2651",11/26/1987 0:00:00
195,"417234763","Clara","Luse","1070 Avon Rd","Alexandria","LA","71301","318-285-1055","318-461-3264",7/16/1966 0:00:00
196,"417234764","Brian","Little","1071 Avon Rd","Lake Charles","LA","70616","337-918-8999","337-413-2671",6/14/1962 0:00:00
197,"417234765","Earl","Sumner","4812 Avondale Av","Shreveport","LA","71105","318-578-4738","318-938-9255",2/3/1940 0:00:00
198,"417234766","Dorothy","Lemmons","4815 Avondale Av","Baton Rouge","LA","70803","225-874-8453","225-590-4884",1/1/1935 0:00:00
199,"417234767","Chris","Searcy","4820 Avondale Av","New Orleans","LA","70116","504-653-5675","504-834-7946",11/26/1987 0:00:00
200,"417234768","Laurie","Moss","4821 Avondale Av","Lafayette","LA","70508","337-418-2735","337-473-3417",8/19/1972 0:00:00
201,"417234769","Joan","Linxwiler","4829 Avondale Av","Monroe","LA","71207","318-566-4590","318-504-3805",6/13/1961 0:00:00
202,"417234770","Albert","Page","4836 Avondale Av","Alexandria","LA","71301","318-412-2651","318-320-1502",3/6/1946 0:00:00
203,"417234771","D","Killebrew","4842 Avondale Av","Lake Charles","LA","70616","337-841-8036","337-450-3124",1/2/1937 0:00:00
204,"417234772","Mary","Barnes","796 Barsanti St","Shreveport","LA","71105","318-409-2620","318-230-0374",10/24/1982 0:00:00
205,"417234773","Tom","Dawson","797 Barsanti St","Baton Rouge","LA","70803","225-935-9213","225-638-5489",1/1/1935 0:00:00
206,"417234774","Bonnie","Trotter","807 Barsanti St","New Orleans","LA","70116","504-389-2366","504-387-2335",7/15/1965 0:00:00
207,"417234775","Keo","Xayadeth","819 Barsanti St","Lafayette","LA","70508","337-334-1670","337-301-1263",2/5/1944 0:00:00
208,"417234776","James","Lokey","825 Barsanti St","Monroe","LA","71207","318-718-6496","318-619-5254",7/16/1967 0:00:00
209,"417234777","Leonard","Teague","826 Barsanti St","Alexandria","LA","71301","318-395-2439","318-525-4073",8/19/1971 0:00:00
210,"417234778","Thomas","Heilman","833 Barsanti St","Lake Charles","LA","70616","337-578-4736","337-806-7596",11/26/1986 0:00:00
211,"417234779","Warren","Coleman","770 Bartlett Rd #2","Shreveport","LA","71105","318-651-5648","318-957-9496",10/23/1980 0:00:00
212,"417234780","Euel","Rubenstein","770 Bartlett Rd #3","Baton Rouge","LA","70803","225-542-4285","225-975-9714",9/22/1978 0:00:00
213,"417234781","M","Smith","770 Bartlett Rd #2","New Orleans","LA","70116","504-257-0709","504-391-2389",6/14/1963 0:00:00
214,"417234782","Charles","Hilliard Sr","776 Bartlett Rd #1","Lafayette","LA","70508","337-675-5947","337-972-9678",3/6/1945 0:00:00
215,"417234783","V","Thompson","776 Bartlett Rd #A3","Monroe","LA","71207","318-519-3993","318-553-4422",1/1/1935 0:00:00
216,"417234784","John","Brooks","790 Bartlett Rd #7","Alexandria","LA","71301","318-766-7089","318-993-9947",5/11/1956 0:00:00
